ID,issue_name,survey_years_to_apply_fix,fix,description_of_issue
1,"change ""DS"" or ""DC"" to ""AU"" if fraxinus.crown.thinning <= 5 and fraxinus.epicormic.growth>0 ",survey_years,"    idx_sp <- mort$sp_affected_by_eab ; idx_status <- grepl(""DS|DC"", mort$current_year_status) ; idx_crwnthng <- !is.na(mort$fraxinus_score_crown_living) & mort$fraxinus_score_crown_living <= 5 ; idx_epicgrwth <- !is.na(mort$fraxinus_epicormic_growth) & mort$fraxinus_epicormic_growth > 0; if(sum(idx_sp & idx_status & idx_crwnthng & idx_epicgrwth) > 0) mort[idx_sp & idx_status & idx_crwnthng & idx_epicgrwth,]$current_year_status <- ""AU""","if fraxinus or Chionanthus, fix change dead status from ""DS"" or ""DC"" to ""AU"" if fraxinus.crown.thinning ? 5 and fraxinus.epicormic.growth>0"
