"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","lx","ly","hom","dbh.2008","codes.2008","status.2008","date.2008","agb.2008","dbh.2013","codes.2013","status.2013","date.2013","agb.2013","dbh.2018","codes.2018","status.2018","date.2018","agb.2018","status.2014","status.2015","dbh.if.dead.2015","agb.if.dead.2015","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","comments","date.2015","surveyors"
172583,1,25863,"1731","quru","Quercus rubra",324,607.3,4,7.3,1.3,105.3,"NULL","A",2008-12-02,0.07,114.6,"NULL","A",2013-08-22,0.08,122,"NULL","A","9/24/2018",0.09,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
172584,1,25864,"1731","quru","Quercus rubra",321.7,613.4,1.7,13.4,1.3,759.6,"NULL","A",2008-12-02,4.92,773.5,"NULL","A",2013-08-22,5.12,790,"A","A","9/24/2018",5.37,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
172585,1,25865,"1731","cagl","Carya glabra",323.3,618.4,3.3,18.4,1.3,109.8,"NULL","A",2008-12-02,0.06,116.1,"NULL","A",2013-08-22,0.07,121,"NULL","A","9/24/2018",0.08,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
172586,1,25866,"1731","litu","Liriodendron tulipifera",327.2,614.9,7.2,14.9,1.3,306,"NULL","A",2008-12-02,0.51,322.9,"NULL","A",2013-08-22,0.58,343,"NULL","A","9/24/2018",0.67,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172587,1,25867,"1731","fram","Fraxinus americana",330.4,615.4,10.4,15.4,1.3,425.3,"NULL","A",2008-12-02,1.28,435.5,"NULL","A",2013-08-22,1.35,451,"DS","D","9/24/2018",1.46,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172590,1,25869,"1732","rops","Robinia pseudoacacia",323.5,620.9,3.5,0.9,1.3,253.5,"D;I","D",2008-12-02,0.34,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172591,1,25870,"1732","fram","Fraxinus americana",323.9,625.4,3.9,5.4,1.3,271.3,"NULL","A",2008-12-02,0.46,277.8,"NULL","A",2013-08-22,0.48,NA,"DS","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172592,1,25871,"1732","rops","Robinia pseudoacacia",326.9,626.9,6.9,6.9,1.3,536.8,"B;L","A",2008-12-02,2.09,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172594,1,25872,"1732","acru","Acer rubrum",320.5,626.4,0.5,6.4,1.3,225.7,"NULL","A",2008-12-02,0.24,235.2,"NULL","A",2013-08-22,0.26,250,"NULL","A","9/24/2018",0.31,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172595,1,25873,"1732","caovl","Carya ovalis",325.4,631.3,5.4,11.3,1.3,309.8,"M","A",2008-12-02,0.64,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172595,2,35820,"1732","caovl","Carya ovalis",325.4,631.3,5.4,11.3,1.3,259.7,"S","A",2008-12-02,0.43,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172596,1,25874,"1732","caovl","Carya ovalis",323.6,633.4,3.6,13.4,1.3,377,"NULL","A",2008-12-02,1.01,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172597,1,25875,"1732","rops","Robinia pseudoacacia",320,632.7,0,12.7,1.3,291.6,"NULL","A",2008-12-02,0.48,0,"DS","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172601,1,25878,"1730","ceca","Cercis canadensis",330.6,584.5,10.6,4.5,1.3,110.7,"NULL","A",2008-12-02,0.05,123.7,"NULL","A",2013-08-22,0.06,140,"NULL","A","9/17/2018",0.09,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172602,1,25879,"1730","cato","Carya tomentosa",339.9,595.2,19.9,15.2,1.3,376,"M","A",2008-12-02,1,0,"DS","D",2013-08-22,0,NA,"DS","D","9/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172602,2,35821,"1730","cato","Carya tomentosa",339.9,595.2,19.9,15.2,1.3,350,"S","A",2008-12-02,0.85,0,"DS","D",2013-08-22,0,NA,"DC","D","9/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172602,3,38114,"1730","cato","Carya tomentosa",339.9,595.2,19.9,15.2,1.3,157.1,"S","A",2008-12-02,0.14,0,"DS","D",2013-08-22,0,NA,"DC","D","9/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172605,1,25881,"1730","cagl","Carya glabra",333.3,598,13.3,18,1.3,217,"NULL","A",2008-12-02,0.29,0,"DS","D",2013-08-22,0,NA,"DC","D","9/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172606,1,25882,"1730","rops","Robinia pseudoacacia",327.9,593.7,7.9,13.7,1.3,168.2,"D;I","D",2008-12-02,0.13,0,"DS","D",2013-08-22,0,NA,"DS","D","9/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172610,1,25886,"1731","litu","Liriodendron tulipifera",336.8,601,16.8,1,1.3,396.8,"NULL","A",2008-12-02,0.94,0,"DC","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172612,1,25888,"1731","fram","Fraxinus americana",339.2,603.5,19.2,3.5,1.3,95,"NULL","A",2008-12-02,0.04,97.1,"NULL","A",2013-08-22,0.04,99,"NULL","A","9/24/2018",0.05,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172613,1,25889,"1731","quru","Quercus rubra",335.6,605.2,15.6,5.2,1.3,846.1,"D;I","D",2008-12-02,6.23,0,"DC","D",2013-08-22,0,NA,"DN","D","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172614,1,25890,"1731","ceca","Cercis canadensis",332.7,605.3,12.7,5.3,0.8,90.5,"A;B;L","A",2008-12-02,0.03,118.1,"A;L;B","A",2013-08-22,0.06,137,"A;I","A","9/24/2018",0.08,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172616,1,25892,"1731","fram","Fraxinus americana",329.5,601.4,9.5,1.4,1.3,94.7,"NULL","A",2008-12-02,0.04,203.1,"NULL","A",2013-08-22,0.24,214,"NULL","A","9/24/2018",0.27,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172619,1,25895,"1731","fram","Fraxinus americana",326.8,605.5,6.8,5.5,1.3,57.2,"NULL","A",2008-12-02,0.01,57.2,"NULL","A",2013-08-22,0.01,57,"DS;R","D","9/24/2018",0.01,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172621,1,25897,"1731","unk","Unidentified unk",328.6,610.4,8.6,10.4,1.3,154.6,"B;D;Q","D",2008-12-02,0.1,0,"DC","D",2013-08-22,0,NA,"DC","D","9/24/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172623,1,25899,"1731","fram","Fraxinus americana",332.3,609.3,12.3,9.3,1.3,215,"NULL","A",2008-12-02,0.27,220.5,"NULL","A",2013-08-22,0.28,230,"NULL","A","9/24/2018",0.31,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172624,1,25900,"1731","litu","Liriodendron tulipifera",337.1,614.5,17.1,14.5,1.3,449,"NULL","A",2008-12-02,1.26,464.5,"M","A",2013-08-22,1.37,483,"M","A","9/24/2018",1.5,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172626,1,25902,"1731","fram","Fraxinus americana",332.5,615.7,12.5,15.7,1.3,470.6,"NULL","A",2008-12-02,1.61,490,"NULL","A",2013-08-22,1.77,501,"DS","D","9/24/2018",1.86,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172627,1,25903,"1731","cofl","Cornus florida",332.2,618.6,12.2,18.6,1.3,100.8,"NULL","A",2008-12-02,0.03,100.9,"NULL","A",2013-08-22,0.03,101,"NULL","A","9/24/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172628,1,25904,"1732","ulam","Ulmus americana",332.6,625.9,12.6,5.9,1.3,225.1,"NULL","A",2008-12-02,0.23,241.2,"NULL","A",2013-08-22,0.28,257,"NULL","A","9/24/2018",0.32,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172629,1,25905,"1732","fram","Fraxinus americana",329.5,626.3,9.5,6.3,1.3,360.2,"NULL","A",2008-12-02,0.87,374,"NULL","A",2013-08-22,0.95,386,"NULL","A","9/24/2018",1.02,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172630,1,25906,"1732","fram","Fraxinus americana",335.3,629.5,15.3,9.5,1.3,272.3,"NULL","A",2008-12-02,0.46,288.5,"NULL","A",2013-08-22,0.53,296,"NULL","A","9/24/2018",0.56,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172631,1,25907,"1732","rops","Robinia pseudoacacia",334.3,630.4,14.3,10.4,1.3,202.3,"B;D","D",2008-12-02,0.2,0,"DS","D",2013-08-22,0,NA,"DS","D","9/24/2018",NA,"A","DS",109,0.05,4,"S","B","DF","F","I",NA,0,NA,NA,NA,NA,"B(below DBH), I(holes)",2015-08-12,"Eng; Meakem"
172633,1,25909,"1732","fram","Fraxinus americana",334.6,632.5,14.6,12.5,1.3,383,"NULL","A",2008-12-02,1.01,400.3,"NULL","A",2013-08-22,1.11,420,"NULL","A","9/24/2018",1.24,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172634,1,25910,"1732","fram","Fraxinus americana",338.1,634.1,18.1,14.1,1.3,270.1,"M","A",2008-12-02,0.45,278.5,"M","A",2013-08-22,0.49,285,"M","A","9/24/2018",0.51,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172634,2,35823,"1732","fram","Fraxinus americana",338.1,634.1,18.1,14.1,1.3,157.3,"S","A",2008-12-02,0.13,151.2,"S","A",2013-08-22,0.12,NA,"DC","G","9/24/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172635,1,25911,"1732","ceca","Cercis canadensis",335.1,636.7,15.1,16.7,1.3,83.3,"NULL","A",2008-12-02,0.02,99,"M","A",2013-08-22,0.04,112,"M","A","9/24/2018",0.05,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
172637,1,25913,"1732","juni","Juglans nigra",336.6,638.9,16.6,18.9,1.3,335.1,"NULL","A",2008-12-02,0.72,342,"NULL","A",2013-08-22,0.75,359,"NULL","A","9/24/2018",0.84,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
173367,1,48594,"1716","fram","Fraxinus americana",336.7,318.9,16.7,18.9,NA,NA,NA,"P",NA,NA,30.5,"NULL","A",2013-08-20,0,35,"NULL","A","9/14/2018",0,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180001,1,25917,"1801","litu","Liriodendron tulipifera",342,1.2,2,1.2,1.3,597.6,"NULL","A",2008-12-09,2.47,617.2,"NULL","A",2013-05-22,2.66,642,"NULL","A","4/30/2018",2.92,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180005,1,25920,"1801","rops","Robinia pseudoacacia",345.5,2.1,5.5,2.1,1.3,248.7,"B;D;I","D",2008-12-09,0.33,0,"DS","D",2013-05-22,0,NA,"DS","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180012,1,25926,"1801","ulru","Ulmus rubra",344.8,7.8,4.8,7.8,1.3,108.1,"B;D;I","D",2008-12-09,0.04,0,"DN","D",2013-05-22,0,NA,"DC","D","4/30/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180013,1,25927,"1801","rops","Robinia pseudoacacia",345.1,8.5,5.1,8.5,1.3,242.3,"B;D","D",2008-12-09,0.31,0,"DS","D",2013-05-22,0,NA,"DS","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180026,1,25937,"1801","cofl","Cornus florida",346.9,11.5,6.9,11.5,1.3,118.8,"NULL","A",2008-12-09,0.05,116.3,"NULL","A",2013-05-22,0.04,NA,"DC","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180030,1,25940,"1801","rops","Robinia pseudoacacia",346.3,12.6,6.3,12.6,1.3,337.5,"NULL","A",2008-12-09,0.68,0,"DS","D",2013-05-22,0,NA,"DS","D","4/30/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180031,1,25941,"1801","saal","Sassafras albidum",345.8,14,5.8,14,1.3,244.9,"NULL","A",2008-12-09,0.28,0,"DS","D",2013-05-22,0,NA,"DC","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180036,1,25946,"1801","ploc","Platanus occidentalis",342.3,13.1,2.3,13.1,1.3,84,"NULL","A",2008-12-09,0.02,123.9,"NULL","A",2013-05-22,0.05,170,"NULL","A","4/30/2018",0.11,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180051,1,25958,"1801","unk","Unidentified unk",342.7,15.2,2.7,15.2,1.3,282.1,"B;D;I;Q","D",2008-12-09,0.44,0,"DS","D",2013-05-22,0,NA,"DS","D","4/30/2018",NA,NA,"DC",NA,NA,2,"S","CR","","","",NA,0,NA,NA,NA,NA,"Epicormic growth, R(alive). Couldn't measure dbh, crusshed tree",2015-08-12,"Eng; Meakem"
180122,1,26028,"1802","ceca","Cercis canadensis",344.8,24.3,4.8,4.3,1.3,214.7,"B;C","A",2008-12-09,0.24,230,"B;I","A",2013-05-23,0.28,NA,"DS","D","5/1/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180141,1,26041,"1802","ulru","Ulmus rubra",342.6,28.3,2.6,8.3,1.3,162.1,"NULL","A",2008-12-09,0.1,165.2,"NULL","A",2013-05-23,0.11,166,"L;X;R","D","5/1/2018",0.11,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180178,1,26072,"1802","juci","Juglans cinerea",350.4,28.7,10.4,8.7,1.2,144.7,"A;D;P;X","D",2008-12-09,0.1,0,"DC","D",2013-05-23,0,NA,"DC","D","5/1/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180203,1,26096,"1801","cofl","Cornus florida",359.4,6.5,19.4,6.5,1.3,117.4,"NULL","A",2008-12-09,0.05,115.2,"NULL","A",2013-05-22,0.04,115,"NULL","A","4/30/2018",0.04,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-12,"Eng; Meakem"
180206,1,26099,"1801","saal","Sassafras albidum",350.6,13.2,10.6,13.2,1.3,392.9,"NULL","A",2008-12-09,0.91,0,"DC","D",2013-05-22,0,NA,"DN","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180207,1,26100,"1801","saal","Sassafras albidum",353.8,13.4,13.8,13.4,1.3,308,"NULL","A",2008-12-09,0.5,0,"DS","D",2013-05-22,0,NA,"DC","D","4/30/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180208,1,26101,"1801","prse","Prunus serotina",354.7,13.2,14.7,13.2,1.3,215.3,"NULL","A",2008-12-09,0.19,235.2,"NULL","A",2013-05-22,0.24,246,"NULL","A","4/30/2018",0.27,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180209,1,26102,"1801","casp","Carya sp",351.1,15,11.1,15,1.3,217.8,"D;G;X","D",2008-12-09,0.29,0,"DC","D",2013-05-22,0,NA,"DN","D","4/30/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180210,1,26103,"1801","unk","Unidentified unk",340,0,0,0,1.3,174.1,"D;Q;X","D",2008-12-09,0.14,0,"DN","D",2013-05-22,0,NA,"DN","D","4/30/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180211,1,26104,"1801","saal","Sassafras albidum",351.5,19.3,11.5,19.3,1.3,329.4,"NULL","A",2008-12-09,0.59,0,"DS","D",2013-05-22,0,NA,"DS","D","4/30/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180214,1,26107,"1801","litu","Liriodendron tulipifera",357.2,17.3,17.2,17.3,1.3,717.8,"NULL","A",2008-12-09,3.8,745,"NULL","A",2013-05-22,4.14,780,"NULL","A","4/30/2018",4.61,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180231,1,26123,"1802","unk","Unidentified unk",357.8,20.4,17.8,0.4,1.3,603.4,"B;D;Q","D",2008-12-09,2.74,0,"DC","D",2013-05-23,0,NA,"DC","D","5/1/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180234,1,26126,"1802","nysy","Nyssa sylvatica",355.2,21.8,15.2,1.8,1.3,109.5,"NULL","A",2008-12-09,0.04,112.5,"NULL","A",2013-05-23,0.04,116,"NULL","A","5/1/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180235,1,26127,"1802","litu","Liriodendron tulipifera",351,24.6,11,4.6,1.3,936.8,"NULL","A",2008-12-09,7.09,979.5,"NULL","A",2013-05-23,7.88,1024,"NULL","A","5/1/2018",8.74,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180243,1,26131,"1802","litu","Liriodendron tulipifera",359.7,25.7,19.7,5.7,1.3,480,"NULL","A",2008-12-09,1.47,489.5,"NULL","A",2013-05-23,1.54,493,"NULL","A","5/1/2018",1.57,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180341,1,26220,"1803","juni","Juglans nigra",358.4,47.6,18.4,7.6,1.3,611.7,"NULL","A",2008-12-09,2.95,641.5,"NULL","A",2013-05-29,3.3,679,"NULL","A","5/2/2018",3.77,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180343,1,26222,"1803","ceca","Cercis canadensis",357.5,48,17.5,8,1.4,119.6,"A","A",2008-12-09,0.06,0,"DS","D",2013-05-29,0,NA,"DC","D","5/2/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180353,1,26231,"1803","fram","Fraxinus americana",350.8,46.9,10.8,6.9,1.3,67,"M","A",2008-12-09,0.02,76.5,"M","A",2013-05-29,0.03,83,"M","A","5/2/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180353,2,35898,"1803","fram","Fraxinus americana",350.8,46.9,10.8,6.9,1.3,43,"S","A",2008-12-09,0.01,45.2,"S","A",2013-05-29,0.01,47,"S","A","5/2/2018",0.01,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180379,1,26256,"1803","juni","Juglans nigra",351.6,53.4,11.6,13.4,1.3,236.1,"NULL","A",2008-12-09,0.32,0,"DC","D",2013-05-29,0,NA,"DN","D","5/2/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180426,1,26295,"1802","fram","Fraxinus americana",340.9,34.1,0.9,14.1,1.3,86,"NULL","A",2008-12-09,0.03,94.8,"NULL","A",2013-05-23,0.04,102,"NULL","A","5/1/2018",0.05,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180449,1,26314,"1802","aial","Ailanthus altissima",344.6,39.6,4.6,19.6,1.3,327,"NULL","A",2008-12-09,0.62,341,"NULL","A",2013-05-23,0.69,353,"NULL","A","5/1/2018",0.75,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180494,1,26352,"1802","fram","Fraxinus americana",347.5,36.6,7.5,16.6,1.3,118.8,"L","A",2008-12-09,0.07,138.8,"L","A",2013-05-23,0.1,155,"J;L","A","5/1/2018",0.13,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180506,1,26361,"1803","ulru","Ulmus rubra",345.4,53.9,5.4,13.9,1.3,253.9,"NULL","A",2008-12-09,0.31,255.3,"NULL","A",2013-05-29,0.32,259,"NULL","A","5/2/2018",0.33,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180507,1,26362,"1803","juni","Juglans nigra",345.7,54.4,5.7,14.4,1.3,501.8,"NULL","A",2008-12-09,1.85,514,"NULL","A",2013-05-29,1.96,534,"NULL","A","5/2/2018",2.14,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180508,1,26363,"1803","juni","Juglans nigra",345.2,55,5.2,15,1.3,402.9,"NULL","A",2008-12-09,1.11,419,"NULL","A",2013-05-29,1.21,437,"NULL","A","5/2/2018",1.34,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180527,1,26378,"1803","prse","Prunus serotina",340.2,52.1,0.2,12.1,1.3,168.5,"B;D;I","D",2008-12-09,0.1,0,"DC","D",2013-05-29,0,NA,"DN","D","5/2/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180545,1,26393,"1803","saal","Sassafras albidum",341.3,60,1.3,20,1.3,135,"NULL","A",2008-12-09,0.06,0,"DC","D",2013-05-29,0,NA,"DC","D","5/2/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180597,1,26439,"1804","unk","Unidentified unk",343.2,62.2,3.2,2.2,1.3,181.9,"D;Q","D",2008-12-09,0.15,0,"DC","D",2013-08-26,0,NA,"DC","D","5/3/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180634,1,26471,"1804","saal","Sassafras albidum",349.1,64.1,9.1,4.1,1.3,353.8,"NULL","A",2008-12-09,0.7,386.2,"NULL","A",2013-08-26,0.87,410,"NULL","A","5/3/2018",1.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180640,1,26476,"1804","cofl","Cornus florida",341.4,65.2,1.4,5.2,1.3,101.8,"NULL","A",2008-12-09,0.03,0,"DC","D",2013-08-26,0,NA,"DC","D","5/3/2018",NA,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180644,1,26478,"1804","juci","Juglans cinerea",343.9,69.5,3.9,9.5,1.3,280.9,"NULL","A",2008-12-09,0.47,282.9,"NULL","A",2013-08-26,0.48,282,"NULL","A","5/3/2018",0.48,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
180647,1,26479,"1804","fram","Fraxinus americana",344.5,68.9,4.5,8.9,1.3,54.9,"NULL","A",2008-12-09,0.01,68,"NULL","A",2013-08-26,0.02,78,"NULL","A","5/3/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-08-17,"Gonzalez; Meakem; Eng"
