"variable","survey_year","sp","estimate","LCI_95","UCI_95","N0","n_died","mean_timeint_yr"
"biomass_mortality","2021","quru",0.66,0.16,1.26,322,10,0.94
"biomass_mortality","2022","quru",1.27,0.17,2.98,312,10,1.06
"biomass_mortality","2014","quve",0.56,0.12,1.09,290,8,1.24
"biomass_mortality","2015","quve",0.69,0.12,1.49,281,4,0.79
"biomass_mortality","2016","quve",0.83,0.21,1.57,277,8,1
"biomass_mortality","2017","quve",0.76,0.27,1.35,270,10,1.02
"biomass_mortality","2018","quve",1.06,0.4,1.82,260,8,0.95
"biomass_mortality","2019","quve",0.47,0,1.04,251,3,1.05
"biomass_mortality","2020","quve",1.2,0.42,2.13,249,10,1.02
"biomass_mortality","2021","quve",2.77,1.09,5.18,239,17,0.93
"biomass_mortality","2022","quve",1.42,0.5,2.62,221,12,1.06
"biomass_mortality","2015","rops",0.12,0,0.31,5,2,0.8
"biomass_mortality","2017","rops",0.02,0,0.06,4,1,0.97
"biomass_mortality","2014","saal",0.01,0,0.04,58,3,1.23
"biomass_mortality","2015","saal",0.1,0.01,0.24,55,5,0.8
"biomass_mortality","2016","saal",0.02,0,0.05,50,3,0.99
"biomass_mortality","2020","saal",0.03,0,0.07,47,3,1.03
"biomass_mortality","2021","saal",0,0,0.01,45,1,0.98
"biomass_mortality","2022","saal",0.02,0,0.04,42,3,1.08
"biomass_mortality","2014","tiam",0.04,0,0.11,132,3,1.35
"biomass_mortality","2016","tiam",0.03,0,0.14,129,1,1.02
"biomass_mortality","2018","tiam",0.02,0,0.06,128,1,0.91
"biomass_mortality","2021","tiam",0.11,0,0.24,124,4,0.87
"biomass_mortality","2022","tiam",0.02,0,0.07,120,1,1.15
"biomass_mortality","2014","ulam",0.01,0,0.02,12,1,1.28
"biomass_mortality","2015","ulam",0.01,0,0.03,11,1,0.81
"biomass_mortality","2016","ulam",0.01,0,0.02,10,1,0.99
"biomass_mortality","2018","ulam",0,0,0.01,9,2,0.94
"biomass_mortality","2020","ulam",0.01,0,0.02,8,1,1.08
"biomass_mortality","2013","ulru",0,0,0.01,132,1,4.71
"biomass_mortality","2014","ulru",0.08,0.02,0.14,132,14,1.18
"biomass_mortality","2015","ulru",0.05,0.01,0.1,118,11,0.8
"biomass_mortality","2016","ulru",0.04,0.02,0.07,107,11,0.98
"biomass_mortality","2017","ulru",0.03,0.01,0.06,96,10,1.01
"biomass_mortality","2018","ulru",0.03,0,0.06,86,6,0.95
"biomass_mortality","2019","ulru",0,0,0.01,78,1,1.02
"biomass_mortality","2020","ulru",0.04,0,0.1,87,5,1.06
"biomass_mortality","2021","ulru",0.04,0.01,0.08,83,8,0.94
"biomass_mortality","2022","ulru",0.02,0,0.05,72,4,1.05
"biomass_mortality","2021","vipr",0,0,0,13,1,0.94
